{ 
<GCALC v. 09.06.10 5.12 9.8 2.33 6.25 CU001.DAT SILVER.LIT 03-23-2013 12:16:23(pivot pos k0= .1827266975261485 mm c0#= 5.12 pF)GCALC> 
   (((file GCALCAg.lit information: silver file
   )))}
  .105  300.0148  .325915976422832
  .105  299.7372  .3259115315572517
  .105  299.4735  .3259101317520077
  .105  299.2209  .325907507313092
  .105  298.992  .3259059863315104
  .105  298.7313  .3259038991682639
  .105  298.5044  .325902862333302
  .105  298.2233  .3259008762948682
  .105  297.96  .3258995991908921
  .105  297.72  .3258991851524538
  .105  297.4679  .325898338283073
  .105  297.2485  .32589841649421
  .105  296.9811  .3258968770798082
  .105  296.741  .3258969366522273
  .105  296.4857  .3258973669332982
  .105  296.2376  .3258978472753158
  .105  295.9661  .325897580912605
  .105  295.7288  .3258980145282121
  .105  295.4907  .3258979702735137
  .105  295.2282  .3258980010386769
  .105  294.9769  .3258988148812024
  .105  294.7274  .3258978695571554
  .105  294.4814  .3258985998535089
  .105  294.2184  .3258991018801918
  .105  293.9724  .3258995974918553
  .105  293.7397  .3258994731811868
  .105  293.4791  .3258989278538049
  .105  293.2385  .3258999338409331
  .105  292.9881  .3258998110442428
  .105  292.7234  .3258995929897064
  .105  292.4791  .3258992749128771
  .105  292.2215  .3258998141761125
  .105  291.9817  .3258995264140468
  .105  291.7397  .3258996970578238
  .105  291.4804  .3258999895284818
  .105  291.2232  .325899705869125
  .105  290.9789  .3258990351256588
  .105  290.7397  .325897098547177
  .105  290.4805  .3258965670112136
  .105  290.227  .3258967813446643
  .105  289.9738  .3258947536723436
  .105  289.732  .3258945726977117
  .105  289.471  .3258924951455497
  .105  289.2371  .3258916598565134
  .105  288.98  .3258896057669434
  .105  288.7236  .3258873234726805
  .105  288.48  .3258864238741332
  .105  288.2189  .3258835196074668
  .105  287.9766  .3258812129256208
  .105  287.739  .3258797625438683
  .105  287.4796  .3258766331339443
  .105  287.2422  .3258738875496418
  .105  286.9823  .3258706381208745
  .105  286.7248  .3258669338765657
  .105  286.4706  .3258640772661183
  .105  286.2348  .3258607508667309
  .105  285.9699  .3258572338649161
  .105  285.7401  .3258539486825289
  .105  285.4827  .32585048176637
  .105  285.2415  .3258474755204242
  .105  284.9718  .3258435751578309
  .105  284.732  .3258406976402097
  .105  284.4722  .3258375704924797
  .105  284.228  .3258333650112017
  .105  283.9736  .3258296847722238
  .105  283.7362  .325825760717936
  .105  283.4789  .3258222982078264
  .105  283.2252  .3258192131688184
  .105  282.9941  .3258153323254463
  .105  282.7373  .3258117554302962
  .105  282.4767  .3258081535940181
  .105  282.2242  .3258040154073226
  .105  281.9857  .3258005593499174
  .105  281.7359  .3257966756542039
  .105  281.477  .3257927323195766
  .105  281.2378  .3257891550644781
  .105  280.9877  .3257853881859278
  .105  280.7254  .3257813059948998
  .105  280.4833  .3257762938347265
  .105  280.2295  .3257738026354375
  .105  279.9774  .3257689625961808
  .105  279.7411  .3257650511622578
  .105  279.4837  .3257615927569082
  .105  279.2236  .3257575270921522
  .105  278.9869  .3257532598940068
  .105  278.7318  .3257493468862112
  .105  278.4739  .3257454145509159
  .105  278.239  .3257413974192808
  .105  277.9778  .3257369720272053
  .105  277.7386  .3257337537051281
  .105  277.4842  .3257291376039342
  .105  277.2275  .3257248601304625
  .105  276.9825  .3257212515567993
  .105  276.7263  .3257168610844
  .105  276.4855  .3257129254456912
  .105  276.2306  .3257086623359564
  .105  275.9892  .3257040155598411
  .105  275.7349  .3256998752486842
  .105  275.4757  .3256966470850857
  .105  275.2372  .3256927286575829
  .105  274.9812  .3256885779952494
  .105  274.7226  .3256837030217419
  .105  274.483  .3256807221562858
  .105  274.2191  .3256760491919322
  .105  273.981  .3256720169249956
  .105  273.7406  .3256678522656777
  .105  273.4813  .3256635643828981
  .105  273.2205  .325660329228202
  .105  272.9807  .3256554614312379
  .105  272.7211  .3256509370845649
  .105  272.4834  .3256469095952119
  .105  272.226  .3256432253663457
  .105  271.9787  .3256391369516827
  .105  271.7381  .3256356816532698
  .105  271.4806  .3256308198250956
  .105  271.2218  .3256266559079425
  .105  270.985  .3256227543891675
  .105  270.7286  .3256177822129676
  .105  270.4702  .3256139768473127
  .105  270.2239  .3256101327145305
  .105  269.9726  .325606020355209
  .105  269.7292  .3256014882205304
  .105  269.4806  .3255975121685568
  .105  269.2261  .325593262406758
  .105  268.9824  .3255901436158997
  .105  268.722  .3255847959289915
  .105  268.4821  .3255808777004603
  .105  268.2218  .3255772994778001
  .105  267.9922  .3255726235476666
  .105  267.7321  .3255688115811106
  .105  267.4721  .3255646464949439
  .105  267.2383  .3255604164271279
  .105  266.9769  .3255565967364866
  .105  266.7172  .3255516096423728
  .105  266.4864  .3255482252350038
  .105  266.2284  .3255433679198515
  .105  265.9814  .325539407482884
  .105  265.718  .3255358129982556
  .105  265.475  .3255321150772075
  .105  265.2337  .3255283108801985
  .105  264.9852  .3255235179440494
  .105  264.7253  .3255187675790454
  .105  264.4763  .3255157396672926
  .105  264.2327  .3255108610078919
  .105  263.9707  .3255068064207751
  .105  263.7369  .3255035245584287
  .105  263.4893  .3254988566312917
  .105  263.2267  .3254946818907876
  .105  262.9683  .3254904164649032
  .105  262.7273  .3254868535621812
  .105  262.4681  .3254824659498994
  .105  262.2313  .3254789311167053
  .105  261.9819  .3254744895219723
  .105  261.7249  .3254701175337446
  .105  261.4818  .3254660712189493
  .105  261.2275  .3254618345388598
  .105  260.9806  .3254575296729368
  .105  260.7415  .3254536283100615
  .105  260.4844  .3254500824842565
