{}
2.0038	2.1843219
2.2597	2.1843278
2.513	2.184322
2.7582	2.1843282
3.0268	2.184324
3.2677	2.184326
3.5002	2.184323
3.5954	2.1843275
3.9935	2.1843227
4.2493	2.1843253
4.5274	2.184324
4.7788	2.1843232
5.0458	2.1843236
5.2512	2.1843224
5.5307	2.184325
5.7456	2.1843249
6.0084	2.1843237
6.2649	2.184322
6.5213	2.184322
6.7673	2.184319
7.0299	2.184321
7.2617	2.184322
7.5255	2.184321
7.7628	2.184319
8.0205	2.184319
8.2663	2.184317
8.5152	2.184318
8.7679	2.18432
9.0254	2.184312
9.2676	2.184314
9.5194	2.184318
9.7641	2.184312
10.0143	2.184312
10.2681	2.184313
10.5267	2.184311
10.7621	2.184303
11.0189	2.184308
11.2658	2.184309
11.5213	2.184308
11.7596	2.184306
12.0152	2.184305
12.2668	2.184304
12.5297	2.184305
12.7665	2.184303
13.0264	2.184303
13.2629	2.184304
13.5167	2.184297
13.786	2.184303
14.0275	2.184301
14.2646	2.1843
14.5219	2.184297
14.7601	2.184294
15.0214	2.184292
15.2641	2.184296
15.523	2.184296
15.7643	2.184288
16.0207	2.184288
16.2744	2.184288
16.5101	2.184289
16.7696	2.184287
17.0223	2.184287
17.2591	2.184287
17.5147	2.184283
17.775	2.18429
18.0115	2.184284
18.269	2.184289
18.5245	2.184286
18.7661	2.184285
19.0197	2.184283
19.261	2.184279
19.5195	2.184278
19.7792	2.184271
20.0153	2.184278
20.2738	2.184275
20.5131	2.184272
20.7709	2.184269
21.008	2.184268
21.2674	2.184268
21.5221	2.184263
21.7636	2.184266
22.0223	2.184268
22.2641	2.184266
22.5215	2.184269
22.7606	2.184263
23.0178	2.184268
23.2767	2.184263
23.5117	2.184263
23.7731	2.184263
24.0273	2.184262
24.2657	2.184269
24.5244	2.184267
24.761	2.184267
25.0164	2.184266
25.2738	2.184271
25.5132	2.184272
25.7769	2.184271
26.0252	2.184272
26.2685	2.184274
26.525	2.184275
26.7634	2.184272
27.0216	2.184277
27.2771	2.184277
27.5133	2.184282
27.7723	2.184282
28.0241	2.184284
28.2611	2.18428
28.5129	2.184285
28.7714	2.18429
29.0246	2.184289
29.259	2.184289
29.5197	2.184299
29.7748	2.184297
30.0155	2.184303
30.2664	2.184305
30.5138	2.184309
30.7643	2.184312
31.023	2.18431
31.2589	2.18432
31.5172	2.18432
31.7714	2.184325
32.0074	2.184324
32.2655	2.18433
32.5239	2.184335
32.7784	2.184336
33.02	2.184343
33.2776	2.184344
33.5126	2.18435
33.7759	2.184353
34.0072	2.184359
34.2606	2.184359
34.5178	2.184364
34.7695	2.184367
35.0291	2.184376
35.2691	2.184376
35.5245	2.184381
35.765	2.184387
36.017	2.184388
36.278	2.184399
36.5162	2.184393
36.7748	2.184404
37.01	2.184412
37.2703	2.184411
37.5216	2.184417
37.7649	2.184424
38.0275	2.184425
38.26	2.184429
38.516	2.184436
38.758	2.184442
39.0133	2.184448
39.2749	2.184456
39.5165	2.18446
39.7767	2.184462
40.0156	2.18447
40.2744	2.184473
40.5124	2.184482
40.7749	2.184489
41.0316	2.184493
41.268	2.184499
41.5271	2.184502
41.7672	2.184515
42.0245	2.184516
42.2754	2.184519
42.5098	2.184529
42.7731	2.184537
43.0099	2.184541
43.268	2.184549
43.5223	2.184549
43.7788	2.18456
44.0163	2.184569
44.2736	2.184572
44.5106	2.18458
44.7644	2.184584
45.0116	2.184588
45.2595	2.184597
45.5219	2.184603
45.7761	2.18461
46.0316	2.184616
46.2676	2.184624
46.5263	2.184629
46.7606	2.184639
47.0207	2.184648
47.2566	2.184649
47.5179	2.184657
47.7769	2.184664
48.039	2.184673
48.2697	2.184681
48.528	2.184685
48.7657	2.184696
49.0167	2.1847
49.2759	2.184713
49.5114	2.184718
49.7692	2.184729
50.0218	2.184733
50.2582	2.18474
50.5106	2.184745
50.7688	2.184758
51.0324	2.184763
51.2709	2.184771
51.506	2.184784
51.7637	2.184791
52.0207	2.184795
52.2576	2.184805
52.5149	2.184815
52.7769	2.184823
53.0177	2.184829
53.2809	2.184847
53.5207	2.184847
53.7728	2.184859
54.0129	2.184867
54.2652	2.184875
54.5196	2.184886
54.7596	2.184893
55.0108	2.184903
55.2701	2.184912
55.5284	2.184923
55.7682	2.184935
56.0204	2.184941
56.2694	2.184952
56.5203	2.18496
56.7711	2.184979
57.0133	2.184982
57.2725	2.184995
57.5137	2.185007
57.776	2.185014
58.0143	2.18502
58.2689	2.185036
58.5289	2.185045
58.7641	2.185053
59.0216	2.185064
59.2791	2.18508
59.5136	2.185086
59.7756	2.185093
60.0268	2.185104
60.2638	2.185117
60.5245	2.185131
60.7654	2.185139
61.0191	2.185153
61.2682	2.185164
61.5124	2.185173
61.7719	2.185186
62.0086	2.1852
62.2661	2.185206
62.526	2.18522
62.768	2.185236
63.0282	2.185248
63.2616	2.185259
63.5212	2.185269
63.7649	2.185284
64.0155	2.185289
64.2785	2.185305
64.5191	2.185317
64.7544	2.185327
65.0203	2.18534
65.2711	2.185355
65.5134	2.185366
65.7738	2.185376
66.0091	2.1853884
66.2636	2.185403
66.5214	2.1854197
66.7576	2.185427
67.0164	2.1854407
67.2667	2.185449
67.5241	2.1854643
67.7581	2.185472
68.0142	2.185488
68.2657	2.185501
68.5004	2.185513
68.7893	2.185526
69.0165	2.185533
69.2768	2.18555
69.5128	2.185558
69.7685	2.185574
70.0234	2.185585
70.2631	2.185599
70.521	2.185605
70.7833	2.18562
71.022	2.185635
71.2753	2.185647
71.5145	2.185652
71.7662	2.185667
72.0268	2.185682
72.2604	2.185692
72.5241	2.185708
72.7575	2.185717
73.0194	2.185731
73.2624	2.185743
73.5191	2.185754
73.7728	2.185768
74.0145	2.185777
74.2624	2.185794
74.5157	2.185798
74.7743	2.185814
75.0163	2.185826
75.2795	2.185837
75.5174	2.185854
75.7615	2.185865
76.011	2.185874
76.2725	2.185887
76.5125	2.185899
76.7673	2.185911
77.0191	2.185929
77.2682	2.185934
77.5304	2.185947
77.7686	2.185964
78.0134	2.185973
78.272	2.185989
78.5115	2.185999
78.7689	2.186013
79.0238	2.186021
79.2639	2.186036
79.5161	2.186046
79.7716	2.186059
80.0148	2.186076
80.2707	2.186086
80.5148	2.186098
80.7685	2.186115
81.0021	2.186122
81.2661	2.186137
81.5091	2.186152
81.7657	2.186166
82.0267	2.186175
82.2662	2.186187
82.5262	2.186204
82.7633	2.186216
83.0227	2.186225
83.2621	2.186241
83.5241	2.186257
83.7636	2.186267
84.0147	2.186285
84.2745	2.186298
84.5193	2.186309
84.7605	2.18632
85.0196	2.186332
85.2619	2.186347
85.5236	2.186361
85.7602	2.186378
86.0277	2.186389
86.263	2.186401
86.5335	2.186415
86.757	2.186423
87.019	2.18644
87.2635	2.186463
87.5211	2.186471
87.7611	2.186489
88.019	2.1865
88.2658	2.186514
88.521	2.186532
88.7672	2.18654
89.0068	2.186556
89.2762	2.186569
89.5144	2.186582
89.7717	2.186601
90.0152	2.186612
90.2759	2.186632
90.5189	2.18664
90.7551	2.186655
91.0144	2.186674
91.2756	2.186685
91.5181	2.186698
91.7603	2.186712
92.0223	2.186736
92.2612	2.186746
92.5221	2.186759
92.7658	2.186769
93.0345	2.186784
93.256	2.186804
93.5152	2.186816
93.7622	2.186832
94.0221	2.186843
94.264	2.186861
94.5174	2.186881
94.7722	2.186897
95.0133	2.186907
95.2581	2.186922
95.5196	2.186934
95.7803	2.186956
96.0217	2.186968
96.2608	2.186978
96.5018	2.186996
96.763	2.187014
97.0035	2.187032
97.2618	2.187042
97.5199	2.187056
97.7622	2.18707
98.022	2.187087
98.2754	2.187104
98.516	2.187112
98.7587	2.187134
99.0181	2.187147
99.2669	2.18716
99.5196	2.187181
99.7627	2.187196
100.0262	2.187209
100.265	2.187226
100.526	2.187243
100.7626	2.187257
101.0251	2.187272
101.2639	2.187289
101.5242	2.187301
101.7645	2.187318
102.0274	2.187339
102.2687	2.187353
102.5257	2.187369
102.763	2.187385
103.0129	2.187404
103.2774	2.187417
103.5163	2.18743
103.7708	2.187448
104.0118	2.187463
104.2612	2.187484
104.5224	2.1875
104.7735	2.187515
105.0093	2.187535
105.2634	2.18755
105.5184	2.187568
105.7703	2.18758
106.0263	2.187595
106.2624	2.187612
106.5194	2.18763
106.7777	2.187646
107.0319	2.187664
107.2645	2.187676
107.5187	2.187692
107.7563	2.187711
108.0133	2.187727
108.2755	2.187744
108.5114	2.18776
108.7651	2.187781
109.0255	2.187791
109.2645	2.187811
109.5226	2.187828
109.7571	2.187846
110.0137	2.187864
110.2703	2.187878
110.5249	2.187898
110.7594	2.187911
111.0203	2.187928
111.2727	2.187945
111.5287	2.187964
111.7681	2.187975
112.0274	2.187997
112.2637	2.188015
112.5219	2.18803
112.7795	2.188049
113.0183	2.188063
113.2799	2.188077
113.5192	2.188098
113.7775	2.188114
114.0182	2.18813
114.2744	2.188149
114.5209	2.18816
114.7744	2.188176
115.0151	2.188193
115.277	2.188217
115.5089	2.188227
115.7673	2.188251
116.0264	2.188265
116.2622	2.188275
116.5203	2.188296
116.7784	2.18831
117.019	2.188332
117.2546	2.188347
117.5103	2.188363
117.7702	2.188377
118.0278	2.188398
118.2642	2.188413
118.5199	2.188428
118.7772	2.188441
119.0179	2.188459
119.2777	2.188475
119.5133	2.188492
119.7723	2.188509
120.0125	2.188523
120.2716	2.188538
120.5119	2.188557
120.7688	2.18857
121.0275	2.188588
121.2662	2.188603
121.5238	2.188621
121.7626	2.188635
122.0174	2.188652
122.2547	2.188667
