{ 
<GCALC v. 09.06.10 5.12 9.8 2.33 6.25 CU001.DAT AGOB400.DAT 05-21-2013 17:01:36(pivot pos k0= .1827266975261485 mm c0#= 5.12 pF)GCALC> 
   (((file GCALCAg.lit information: silver file
   )))}
  .105  300.0148  .3259159765635669
  .105  299.7372  .3259115309414447
  .105  299.4735  .3259101305121493
  .105  299.2209  .3259075054133173
  .105  298.992  .3259059828080299
  .105  298.7313  .3259038949332459
  .105  298.5044  .3259028585173228
  .105  298.2233  .3259008728662394
  .105  297.96  .3258995940218156
  .105  297.72  .3258991801469382
  .105  297.4679  .3258983308517852
  .105  297.2485  .3258984095840796
  .105  296.9811  .3258968703750038
  .105  296.741  .3258969274766844
  .105  296.4857  .3258973588301221
  .105  296.2376  .3258978374700189
  .105  295.9661  .3258975704681402
  .105  295.7288  .3258980024859449
  .105  295.4907  .3258979587714307
  .105  295.2282  .3258979886654006
  .105  294.9769  .3258988018038833
  .105  294.7274  .3258978557685445
  .105  294.4814  .3258985863219781
  .105  294.2184  .3258990867122788
  .105  293.9724  .3258995817591335
  .105  293.7397  .3258994578248852
  .105  293.4791  .3258989107950178
  .105  293.2385  .3258999151373295
  .105  292.9881  .3258997916015605
  .105  292.7234  .3258995739008588
  .105  292.4791  .3258992551382943
  .105  292.2215  .3258997937211824
  .105  291.9817  .3258995063429332
  .105  291.7397  .3258996764035554
  .105  291.4804  .3258999662578005
  .105  291.2232  .3258996828057614
  .105  290.9789  .325899011301732
  .105  290.7397  .3258970740741295
  .105  290.4805  .3258965418887285
  .105  290.227  .3258967554655221
  .105  289.9738  .3258947270972886
  .105  289.732  .3258945463139282
  .105  289.471  .3258924669846637
  .105  289.2371  .3258916302754453
  .105  288.98  .3258895773171243
  .105  288.7236  .3258872933245286
  .105  288.48  .3258863931398011
  .105  288.2189  .3258834881814707
  .105  287.9766  .3258811798454408
  .105  287.739  .3258797298201322
  .105  287.4796  .3258766005813001
  .105  287.2422  .32587385335277
  .105  286.9823  .3258706033024419
  .105  286.7248  .325866897361428
  .105  286.4706  .325864040992464
  .105  286.2348  .3258607139704479
