Field(Oe), Temperature(K), Capacitance(pF), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
0.105, 125.5270,  2.942664    , 63, 422, 1094, 234, 1813
0.105, 125.7743,  2.942677    , 78, 406, 1188, 234, 1906
0.105, 126.0135,  2.942708    , 47, 171, 1188, 219, 1625
0.105, 126.2707,  2.942731    , 63, 281, 1235, 265, 1844
0.105, 126.5144,  2.942755    , 31, 234, 1235, 218, 1718
0.105, 126.7766,  2.942786    , 78, 485, 1234, 219, 2016
0.105, 127.0149,  2.942807    , 31, 156, 1235, 250, 1672
0.105, 127.2725,  2.942834    , 31, 140, 1235, 234, 1640
0.105, 127.5166,  2.942859    , 31, 640, 1282, 218, 2171
0.105, 127.7798,  2.942887    , 31, 250, 1188, 203, 1672
0.105, 128.0153,  2.942915    , 47, 172, 1141, 203, 1563
0.105, 128.2696,  2.942937    , 47, 125, 1093, 282, 1547
0.105, 128.5126,  2.942970    , 31, 454, 1234, 219, 1938
0.105, 128.7712,  2.942996    , 47, 187, 1141, 203, 1578
0.105, 129.0074,  2.943019    , 31, 313, 1094, 265, 1703
0.105, 129.2678,  2.943043    , 31, 328, 1234, 250, 1843
0.105, 129.5210,  2.943074    , 78, 78, 1282, 265, 1703
0.105, 129.7634,  2.943103    , 31, 219, 1281, 235, 1766
0.105, 130.0253,  2.943119    , 125, 359, 1188, 218, 1890
0.105, 130.2807,  2.943152    , 31, 297, 1094, 203, 1625
0.105, 130.5170,  2.943175    , 32, 234, 1141, 265, 1672
0.105, 130.7746,  2.943203    , 63, 219, 1234, 266, 1782
0.105, 131.0105,  2.943235    , 31, 156, 1188, 297, 1672
0.105, 131.2756,  2.943253    , 47, 437, 1235, 219, 1938
0.105, 131.5163,  2.943278    , 31, 516, 1234, 266, 2047
0.105, 131.7753,  2.943308    , 31, 188, 1234, 281, 1734
0.105, 132.0159,  2.943328    , 32, 265, 1391, 297, 1985
0.105, 132.2609,  2.943363    , 31, 563, 1234, 266, 2094
0.105, 132.5167,  2.943388    , 31, 94, 1187, 250, 1562
0.105, 132.7779,  2.943412    , 46, 360, 1140, 235, 1781
0.105, 133.0259,  2.943438    , 109, 297, 1141, 203, 1750
0.105, 133.2602,  2.943464    , 47, 609, 1141, 281, 2078
0.105, 133.5112,  2.943499    , 31, 219, 1094, 234, 1578
0.105, 133.7714,  2.943514    , 47, 437, 1282, 265, 2031
0.105, 134.0117,  2.943546    , 31, 281, 1141, 234, 1687
0.105, 134.2694,  2.943567    , 46, 266, 1234, 204, 1750
0.105, 134.5109,  2.943604    , 47, 312, 1188, 219, 1766
0.105, 134.7726,  2.943631    , 47, 375, 1141, 187, 1750
0.105, 135.0134,  2.943655    , 31, 328, 1187, 250, 1796
0.105, 135.2672,  2.943676    , 31, 78, 1094, 203, 1406
0.105, 135.5219,  2.943712    , 78, 78, 1094, 266, 1516
0.105, 135.7822,  2.943741    , 47, 344, 1234, 235, 1860
0.105, 136.0288,  2.943762    , 140, 438, 1234, 203, 2015
0.105, 136.2654,  2.943791    , 31, 203, 1141, 187, 1562
0.105, 136.5175,  2.943817    , 31, 78, 1141, 250, 1500
0.105, 136.7766,  2.943838    , 47, 406, 1141, 234, 1828
0.105, 137.0158,  2.943873    , 31, 313, 1094, 218, 1656
0.105, 137.2694,  2.943901    , 46, 63, 1094, 234, 1437
0.105, 137.5298,  2.943928    , 31, 516, 1141, 234, 1922
0.105, 137.7713,  2.943953    , 47, 469, 1094, 219, 1829
0.105, 138.0315,  2.943984    , 47, 484, 1188, 218, 1937
0.105, 138.2668,  2.944008    , 31, 94, 1094, 281, 1500
0.105, 138.5300,  2.944032    , 63, 531, 1094, 218, 1906
0.105, 138.7673,  2.944058    , 32, 156, 1094, 250, 1532
0.105, 139.0237,  2.944085    , 31, 188, 1140, 250, 1609
0.105, 139.2641,  2.944109    , 31, 422, 1093, 204, 1750
0.105, 139.5207,  2.944147    , 47, 390, 1094, 219, 1750
0.105, 139.7759,  2.944169    , 62, 250, 1141, 219, 1672
0.105, 140.0158,  2.944202    , 31, 297, 1140, 219, 1687
0.105, 140.2812,  2.944224    , 47, 250, 1141, 234, 1672
0.105, 140.5222,  2.944247    , 31, 328, 1141, 203, 1703
0.105, 140.7804,  2.944283    , 31, 360, 1140, 235, 1766
0.105, 141.0360,  2.944311    , 32, 328, 1187, 219, 1766
0.105, 141.2787,  2.944334    , 31, 500, 1094, 250, 1875
0.105, 141.5183,  2.944357    , 63, 359, 1141, 234, 1797
0.105, 141.7718,  2.944388    , 31, 156, 1094, 203, 1484
0.105, 142.0078,  2.944413    , 47, 343, 1094, 203, 1687
0.105, 142.2633,  2.944440    , 63, 125, 1140, 250, 1578
0.105, 142.5187,  2.944471    , 31, 110, 1093, 266, 1500
0.105, 142.7734,  2.944495    , 62, 203, 1094, 266, 1625
0.105, 143.0270,  2.944529    , 47, 250, 1140, 203, 1640
0.105, 143.2704,  2.944554    , 47, 469, 1093, 219, 1828
0.105, 143.5260,  2.944581    , 31, 281, 1141, 265, 1718
0.105, 143.7644,  2.944607    , 32, 328, 1140, 266, 1766
0.105, 144.0274,  2.944630    , 78, 437, 1141, 234, 1890
0.105, 144.2676,  2.944670    , 31, 515, 1141, 188, 1875
0.105, 144.5234,  2.944693    , 78, 219, 1140, 235, 1672
0.105, 144.7625,  2.944719    , 47, 234, 1094, 235, 1610
0.105, 145.0204,  2.944741    , 32, 515, 1094, 187, 1828
0.105, 145.2777,  2.944776    , 47, 282, 1140, 219, 1688
0.105, 145.5100,  2.944800    , 31, 78, 1141, 250, 1500
0.105, 145.7696,  2.944828    , 31, 313, 1140, 219, 1703
0.105, 146.0174,  2.944857    , 32, 531, 1094, 218, 1875
0.105, 146.2766,  2.944885    , 31, 360, 1093, 203, 1687
0.105, 146.5126,  2.944906    , 46, 125, 1094, 297, 1562
0.105, 146.7701,  2.944934    , 46, 360, 1140, 235, 1781
0.105, 147.0303,  2.944971    , 47, 469, 1140, 219, 1875
0.105, 147.2669,  2.944993    , 31, 250, 1094, 234, 1609
0.105, 147.5212,  2.945022    , 110, 250, 1094, 250, 1704
0.105, 147.7605,  2.945046    , 47, 250, 1188, 218, 1703
0.105, 148.0155,  2.945073    , 31, 234, 1157, 203, 1625
0.105, 148.2719,  2.945102    , 62, 250, 1094, 219, 1625
0.105, 148.5296,  2.945137    , 32, 406, 1187, 219, 1844
0.105, 148.7729,  2.945155    , 32, 421, 1141, 234, 1828
0.105, 149.0068,  2.945185    , 31, 203, 1141, 266, 1641
0.105, 149.2651,  2.945214    , 31, 188, 1093, 297, 1609
0.105, 149.5176,  2.945236    , 31, 125, 1141, 234, 1531
0.105, 149.7736,  2.945270    , 78, 93, 1094, 266, 1531
0.105, 150.0314,  2.945293    , 31, 485, 1094, 281, 1891
0.105, 150.2703,  2.945324    , 31, 344, 1094, 219, 1688
0.105, 150.5287,  2.945349    , 62, 485, 1140, 204, 1891
0.105, 150.7702,  2.945373    , 31, 406, 1157, 172, 1766
0.105, 151.0286,  2.945404    , 31, 360, 1140, 266, 1797
0.105, 151.2695,  2.945429    , 31, 484, 1094, 250, 1859
0.105, 151.5296,  2.945455    , 47, 391, 1140, 250, 1828
0.105, 151.7666,  2.945479    , 47, 312, 1094, 250, 1703
0.105, 152.0246,  2.945516    , 94, 312, 1141, 265, 1812
0.105, 152.2631,  2.945535    , 47, 312, 1094, 219, 1672
0.105, 152.5188,  2.945558    , 32, 156, 1140, 219, 1547
0.105, 152.7732,  2.945589    , 63, 187, 1094, 219, 1563
0.105, 153.0094,  2.945619    , 32, 203, 1094, 203, 1532
0.105, 153.2651,  2.945645    , 31, 219, 1141, 204, 1610
0.105, 153.5235,  2.945674    , 31, 516, 1328, 234, 2109
0.105, 153.7659,  2.945698    , 31, 235, 1281, 281, 1828
0.105, 154.0240,  2.945725    , 31, 297, 1281, 219, 1828
0.105, 154.2639,  2.945751    , 47, 235, 1281, 281, 1844
0.105, 154.5133,  2.945780    , 31, 344, 1281, 203, 1859
0.105, 154.7600,  2.945805    , 31, 204, 1281, 203, 1719
0.105, 155.0197,  2.945833    , 31, 141, 1281, 188, 1641
0.105, 155.2602,  2.945869    , 78, 281, 1281, 204, 1844
0.105, 155.5166,  2.945892    , 32, 484, 1281, 219, 2016
0.105, 155.7736,  2.945911    , 31, 641, 1281, 281, 2234
0.105, 156.2614,  2.945970    , 31, 281, 1281, 282, 1875
0.105, 156.5216,  2.945997    , 47, 313, 1281, 328, 1969
0.105, 156.7609,  2.946025    , 63, 234, 1281, 204, 1782
0.105, 157.0325,  2.946059    , 63, 640, 1282, 187, 2172
0.105, 157.2703,  2.946077    , 31, 235, 1281, 281, 1828
0.105, 157.5320,  2.946108    , 31, 516, 1281, 203, 2031
0.105, 157.7749,  2.946123    , 47, 266, 1281, 203, 1797
0.105, 158.0146,  2.946151    , 31, 297, 1281, 219, 1828
0.105, 158.2766,  2.946183    , 31, 422, 1281, 235, 1969
0.105, 158.5169,  2.946206    , 31, 188, 1281, 219, 1719
0.105, 158.7728,  2.946237    , 32, 515, 1281, 219, 2047
0.105, 159.0119,  2.946260    , 31, 62, 1282, 297, 1672
0.105, 159.2731,  2.946297    , 32, 453, 1281, 313, 2079
0.105, 159.5312,  2.946330    , 31, 516, 1281, 250, 2078
0.105, 159.7608,  2.946333    , 31, 266, 1281, 219, 1797
0.105, 160.0169,  2.946359    , 31, 328, 1281, 235, 1875
0.105, 160.2775,  2.946386    , 78, 281, 1282, 218, 1859
0.105, 160.5154,  2.946422    , 31, 157, 1281, 250, 1719
0.105, 160.7578,  2.946439    , 47, 281, 1282, 281, 1891
0.105, 161.0166,  2.946464    , 31, 188, 1281, 281, 1781
0.105, 161.2757,  2.946500    , 78, 234, 1282, 281, 1875
0.105, 161.5176,  2.946515    , 31, 141, 1281, 234, 1687
0.105, 161.7697,  2.946546    , 47, 125, 1281, 250, 1703
0.105, 162.0305,  2.946581    , 31, 235, 1281, 203, 1750
0.105, 162.2648,  2.946602    , 31, 94, 1281, 250, 1656
0.105, 162.5260,  2.946633    , 63, 547, 1281, 219, 2110
0.105, 162.7708,  2.946657    , 47, 109, 1282, 218, 1656
0.105, 163.0246,  2.946686    , 78, 203, 1281, 219, 1781
0.105, 163.2616,  2.946702    , 31, 63, 1281, 234, 1609
0.105, 163.5289,  2.946732    , 31, 453, 1282, 218, 1984
0.105, 163.7609,  2.946766    , 31, 219, 1281, 219, 1750
0.105, 164.0193,  2.946779    , 47, 187, 1281, 188, 1703
0.105, 164.2785,  2.946812    , 47, 344, 1281, 203, 1875
0.105, 164.5261,  2.946842    , 31, 641, 1281, 203, 2156
0.105, 164.7686,  2.946852    , 46, 485, 1281, 188, 2000
0.105, 165.0091,  2.946892    , 31, 265, 1282, 218, 1796
0.105, 165.2661,  2.946924    , 31, 219, 1281, 282, 1813
0.105, 165.5106,  2.946947    , 94, 250, 1281, 266, 1891
0.105, 165.7735,  2.946979    , 31, 516, 1281, 219, 2047
0.105, 166.0082,  2.946986    , 31, 94, 1281, 250, 1656
0.105, 166.2660,  2.947021    , 31, 187, 1282, 218, 1718
0.105, 166.5276,  2.947051    , 78, 484, 1282, 250, 2094
0.105, 166.7674,  2.947073    , 63, 109, 1281, 219, 1672
0.105, 167.0316,  2.947111    , 47, 515, 1281, 282, 2125
0.105, 167.2784,  2.947140    , 31, 625, 1281, 204, 2141
0.105, 167.5142,  2.947169    , 31, 94, 1281, 203, 1609
0.105, 167.7736,  2.947179    , 31, 94, 1281, 203, 1609
0.105, 168.0123,  2.947220    , 63, 140, 1281, 219, 1703
0.105, 168.2700,  2.947233    , 47, 375, 1281, 328, 2031
0.105, 168.5327,  2.947273    , 47, 422, 1281, 219, 1969
0.105, 168.7677,  2.947289    , 47, 250, 1281, 203, 1781
0.105, 169.0286,  2.947318    , 31, 375, 1281, 203, 1890
0.105, 169.2766,  2.947352    , 47, 375, 1281, 188, 1891
0.105, 169.5107,  2.947361    , 31, 234, 1282, 218, 1765
0.105, 169.7718,  2.947392    , 47, 297, 1281, 187, 1812
0.105, 170.0180,  2.947424    , 63, 484, 1281, 329, 2157
0.105, 170.2703,  2.947450    , 31, 203, 1281, 235, 1750
0.105, 170.5104,  2.947474    , 31, 141, 1281, 219, 1672
0.105, 170.7735,  2.947501    , 31, 516, 1281, 219, 2047
0.105, 171.0337,  2.947534    , 32, 390, 1281, 219, 1922
0.105, 171.2795,  2.947555    , 32, 640, 1281, 219, 2172
0.105, 171.5180,  2.947584    , 31, 234, 1281, 219, 1765
0.105, 171.7780,  2.947616    , 47, 343, 1282, 218, 1890
0.105, 172.0196,  2.947638    , 46, 297, 1282, 296, 1921
0.105, 172.2804,  2.947664    , 47, 296, 1282, 218, 1843
0.105, 172.5242,  2.947695    , 47, 468, 1282, 203, 2000
0.105, 172.7657,  2.947710    , 47, 359, 1282, 250, 1938
0.105, 173.0239,  2.947741    , 31, 63, 1281, 265, 1640
0.105, 173.2840,  2.947776    , 31, 532, 1281, 203, 2047
0.105, 173.5225,  2.947773    , 31, 172, 1281, 219, 1703
0.105, 173.7613,  2.947822    , 31, 219, 1281, 187, 1718
0.105, 174.0180,  2.947847    , 31, 235, 1281, 219, 1766
0.105, 174.2827,  2.947880    , 31, 516, 1281, 219, 2047
0.105, 174.5186,  2.947901    , 47, 125, 1281, 265, 1718
0.105, 174.7749,  2.947924    , 31, 63, 1281, 234, 1609
0.105, 175.0171,  2.947937    , 63, 469, 1281, 203, 2016
0.105, 175.2637,  2.947976    , 47, 438, 1281, 187, 1953
0.105, 175.5208,  2.948007    , 46, 360, 1281, 234, 1921
0.105, 175.7822,  2.948017    , 31, 360, 1281, 203, 1875
0.105, 176.0233,  2.948057    , 47, 344, 1281, 219, 1891
0.105, 176.2604,  2.948077    , 31, 156, 1281, 219, 1687
0.105, 176.5194,  2.948108    , 47, 250, 1281, 203, 1781
0.105, 176.7591,  2.948119    , 31, 281, 1281, 219, 1812
0.105, 177.0177,  2.948151    , 31, 172, 1281, 219, 1703
0.105, 177.2777,  2.948185    , 31, 516, 1281, 250, 2078
0.105, 177.5208,  2.948203    , 47, 359, 1282, 203, 1891
0.105, 177.7594,  2.948214    , 31, 266, 1281, 219, 1797
0.105, 178.0193,  2.948243    , 62, 360, 1281, 219, 1922
0.105, 178.2801,  2.948270    , 32, 343, 1282, 281, 1938
0.105, 178.5155,  2.948295    , 31, 47, 1281, 219, 1578
0.105, 178.7724,  2.948311    , 31, 156, 1282, 297, 1766
0.105, 179.0314,  2.948341    , 32, 265, 1281, 219, 1797
0.105, 179.2725,  2.948370    , 47, 250, 1281, 250, 1828
0.105, 179.5331,  2.948377    , 32, 422, 1281, 203, 1938
0.105, 179.7706,  2.948425    , 31, 203, 1281, 219, 1734
0.105, 180.0300,  2.948432    , 32, 281, 1281, 235, 1829
0.105, 180.2730,  2.948462    , 47, 313, 1281, 219, 1860
0.105, 180.5320,  2.948497    , 31, 188, 1281, 219, 1719
0.105, 180.7743,  2.948514    , 47, 484, 1282, 203, 2031
0.105, 181.0128,  2.948540    , 31, 78, 1281, 219, 1609
0.105, 181.2728,  2.948580    , 31, 297, 1281, 219, 1828
0.105, 181.5336,  2.948592    , 31, 438, 1281, 219, 1969
0.105, 181.7759,  2.948629    , 31, 359, 1282, 250, 1922
0.105, 182.0188,  2.948638    , 31, 484, 1282, 203, 2000
0.105, 182.2768,  2.948665    , 31, 188, 1281, 219, 1719
0.105, 182.5169,  2.948688    , 47, 312, 1281, 204, 1844
0.105, 182.7761,  2.948716    , 31, 312, 1282, 281, 1906
0.105, 183.0233,  2.948740    , 47, 437, 1282, 203, 1969
0.105, 183.2573,  2.948762    , 31, 156, 1282, 218, 1687
0.105, 183.5144,  2.948782    , 32, 62, 1281, 203, 1578
0.105, 183.7768,  2.948812    , 78, 547, 1281, 281, 2187
0.105, 184.0194,  2.948835    , 31, 219, 1281, 219, 1750
0.105, 184.2601,  2.948848    , 47, 313, 1281, 203, 1844
0.105, 184.5182,  2.948873    , 31, 188, 1281, 234, 1734
0.105, 184.7760,  2.948905    , 32, 281, 1281, 203, 1797
0.105, 185.0178,  2.948936    , 62, 360, 1281, 219, 1922
0.105, 185.2755,  2.948966    , 31, 204, 1281, 250, 1781
0.105, 185.5175,  2.948981    , 47, 297, 1281, 219, 1844
0.105, 185.7786,  2.949007    , 47, 312, 1282, 234, 1875
0.105, 186.0148,  2.949007    , 47, 125, 1281, 203, 1656
0.105, 186.2721,  2.949034    , 47, 219, 1281, 234, 1781
0.105, 186.5148,  2.949081    , 47, 469, 1281, 203, 2000
0.105, 186.7763,  2.949092    , 32, 281, 1281, 219, 1813
0.105, 187.0129,  2.949103    , 31, 156, 1282, 234, 1703
0.105, 187.2722,  2.949148    , 125, 156, 1281, 219, 1781
0.105, 187.5078,  2.949170    , 31, 109, 1282, 281, 1703
0.105, 187.7728,  2.949199    , 32, 453, 1281, 203, 1969
0.105, 188.0299,  2.949202    , 47, 313, 1281, 219, 1860
0.105, 188.2673,  2.949226    , 31, 78, 1282, 265, 1656
0.105, 188.5286,  2.949261    , 47, 312, 1281, 250, 1890
0.105, 188.7601,  2.949281    , 32, 171, 1282, 203, 1688
0.105, 189.0298,  2.949298    , 47, 484, 1281, 219, 2031
0.105, 189.2704,  2.949321    , 31, 516, 1281, 234, 2062
0.105, 189.5190,  2.949344    , 31, 515, 1282, 218, 2046
0.105, 189.7686,  2.949375    , 31, 438, 1281, 219, 1969
0.105, 190.0166,  2.949399    , 31, 344, 1281, 282, 1938
0.105, 190.2822,  2.949405    , 31, 375, 1282, 172, 1860
0.105, 190.5224,  2.949431    , 31, 219, 1281, 187, 1718
0.105, 190.7787,  2.949471    , 31, 484, 1282, 218, 2015
0.105, 191.0240,  2.949483    , 32, 328, 1281, 219, 1860
0.105, 191.2612,  2.949515    , 47, 156, 1281, 219, 1703
0.105, 191.5151,  2.949545    , 47, 109, 1281, 203, 1640
0.105, 191.7792,  2.949566    , 31, 188, 1281, 219, 1719
0.105, 192.0084,  2.949579    , 31, 79, 1281, 219, 1610
0.105, 192.2680,  2.949605    , 31, 344, 1281, 219, 1875
0.105, 192.5118,  2.949606    , 32, 297, 1281, 219, 1829
0.105, 192.7741,  2.949631    , 47, 656, 1281, 281, 2265
0.105, 193.0184,  2.949663    , 47, 266, 1281, 219, 1813
0.105, 193.2736,  2.949696    , 31, 63, 1281, 203, 1578
0.105, 193.5353,  2.949718    , 32, 531, 1281, 203, 2047
0.105, 193.7815,  2.949712    , 47, 469, 1281, 219, 2016
0.105, 194.0233,  2.949741    , 32, 515, 1281, 204, 2032
0.105, 194.2822,  2.949781    , 47, 250, 1281, 281, 1859
0.105, 194.5271,  2.949794    , 47, 531, 1281, 203, 2062
0.105, 194.7684,  2.949794    , 47, 531, 1282, 250, 2110
0.105, 195.0324,  2.949827    , 31, 360, 1281, 219, 1891
0.105, 195.2767,  2.949862    , 63, 421, 1282, 234, 2000
0.105, 195.5200,  2.949879    , 63, 422, 1281, 234, 2000
0.105, 195.7684,  2.949895    , 31, 219, 1281, 219, 1750
0.105, 196.0201,  2.949931    , 31, 172, 1282, 218, 1703
0.105, 196.2800,  2.94994     , 62, 407, 1281, 172, 1922
0.105, 196.5177,  2.949960    , 31, 313, 1281, 203, 1828
0.105, 196.7854,  2.949989    , 31, 610, 1281, 219, 2141
0.105, 197.0229,  2.950016    , 46, 422, 1282, 203, 1953
0.105, 197.2645,  2.950025    , 47, 203, 1281, 235, 1766
0.105, 197.5216,  2.950048    , 47, 125, 1281, 203, 1656
0.105, 197.7871,  2.950064    , 32, 828, 1281, 203, 2344
0.105, 198.0122,  2.950102    , 63, 422, 1281, 234, 2000
0.105, 198.2697,  2.950105    , 31, 47, 1281, 250, 1609
0.105, 198.5268,  2.950128    , 78, 94, 1281, 219, 1672
0.105, 198.7624,  2.950154    , 31, 156, 1282, 281, 1750
0.105, 199.0243,  2.950177    , 31, 297, 1281, 203, 1812
0.105, 199.2681,  2.950198    , 32, 593, 1282, 218, 2125
0.105, 199.5286,  2.950216    , 47, 422, 1281, 219, 1969
0.105, 199.7732,  2.950238    , 31, 437, 1282, 218, 1968
0.105, 200.0110,  2.95027     , 31, 313, 1281, 281, 1906
0.105, 200.2675,  2.950273    , 47, 78, 1281, 266, 1672
0.105, 200.5203,  2.950316    , 32, 312, 1281, 188, 1813
0.105, 200.7801,  2.950319    , 32, 203, 1281, 219, 1735
0.105, 201.0178,  2.950335    , 31, 281, 1282, 218, 1812
0.105, 201.2738,  2.950369    , 31, 141, 1281, 203, 1656
0.105, 201.5114,  2.950369    , 47, 156, 1282, 218, 1703
0.105, 201.7739,  2.950391    , 47, 359, 1281, 204, 1891
0.105, 202.0321,  2.950423    , 31, 203, 1282, 187, 1703
0.105, 202.2674,  2.950442    , 31, 79, 1281, 219, 1610
0.105, 202.5237,  2.950448    , 62, 125, 1282, 203, 1672
0.105, 202.7670,  2.950485    , 31, 375, 1282, 281, 1969
0.105, 203.0271,  2.950495    , 63, 219, 1281, 266, 1829
0.105, 203.2721,  2.950525    , 31, 547, 1281, 203, 2062
0.105, 203.5147,  2.950542    , 31, 485, 1281, 203, 2000
0.105, 203.7590,  2.950544    , 31, 282, 1281, 172, 1813
0.105, 204.0159,  2.950580    , 47, 62, 1282, 281, 1672
0.105, 204.2735,  2.950593    , 31, 203, 1281, 235, 1750
0.105, 204.5200,  2.950630    , 78, 547, 1281, 282, 2188
0.105, 204.7616,  2.950650    , 32, 281, 1281, 234, 1828
0.105, 205.0184,  2.950662    , 31, 219, 1281, 203, 1734
0.105, 205.2801,  2.950675    , 47, 312, 1282, 265, 1906
0.105, 205.5184,  2.950701    , 63, 250, 1281, 297, 1891
0.105, 205.7586,  2.950718    , 31, 297, 1281, 204, 1813
0.105, 206.0191,  2.95072     , 31, 360, 1281, 234, 1906
0.105, 206.2823,  2.95076     , 31, 516, 1281, 188, 2016
0.105, 206.5178,  2.95077     , 31, 94, 1281, 281, 1687
0.105, 206.7560,  2.95080     , 31, 156, 1281, 219, 1687
0.105, 207.0165,  2.95080     , 31, 313, 1281, 219, 1844
0.105, 207.2794,  2.95084     , 62, 297, 1282, 187, 1828
0.105, 207.5181,  2.95083     , 31, 453, 1281, 203, 1968
0.105, 207.7769,  2.95086     , 31, 250, 1282, 281, 1844
0.105, 208.0219,  2.95088     , 32, 484, 1281, 219, 2016
0.105, 208.2789,  2.95089     , 47, 234, 1282, 250, 1813
0.105, 208.5169,  2.95092     , 47, 110, 1281, 250, 1688
0.105, 208.7764,  2.95095     , 31, 172, 1281, 235, 1719
0.105, 209.0123,  2.95095     , 47, 250, 1281, 219, 1797
0.105, 209.2754,  2.95096     , 31, 313, 1281, 219, 1844
0.105, 209.5145,  2.95097     , 31, 297, 1281, 204, 1813
0.105, 209.7750,  2.95100     , 94, 250, 1281, 219, 1844
0.105, 210.0166,  2.95104     , 31, 516, 1281, 297, 2125
0.105, 210.2644,  2.95107     , 47, 312, 1281, 188, 1828
0.105, 210.5226,  2.95104     , 31, 516, 1281, 203, 2031
0.105, 210.7676,  2.95107     , 47, 485, 1281, 219, 2047
0.105, 211.0099,  2.95110     , 47, 265, 1281, 204, 1797
0.105, 211.2638,  2.95113     , 31, 375, 1281, 203, 1890
0.105, 211.5216,  2.95113     , 47, 110, 1281, 219, 1657
0.105, 211.7633,  2.95115     , 47, 281, 1282, 281, 1891
0.105, 212.0220,  2.95116     , 47, 250, 1281, 235, 1813
0.105, 212.2575,  2.95119     , 31, 172, 1281, 219, 1703
0.105, 212.5214,  2.95119     , 31, 422, 1281, 219, 1953
0.105, 212.7599,  2.95119     , 63, 109, 1281, 219, 1672
0.105, 213.0175,  2.95122     , 46, 235, 1281, 203, 1765
0.105, 213.2783,  2.95126     , 62, 422, 1281, 281, 2046
0.105, 213.5231,  2.95128     , 46, 438, 1281, 188, 1953
0.105, 213.7621,  2.95128     , 47, 250, 1281, 187, 1765
0.105, 214.0183,  2.95128     , 47, 297, 1281, 219, 1844
0.105, 214.2660,  2.95130     , 62, 281, 1282, 218, 1843
0.105, 214.5212,  2.95133     , 31, 328, 1282, 281, 1922
0.105, 214.7599,  2.95135     , 31, 78, 1281, 250, 1640
0.105, 215.0154,  2.95135     , 32, 218, 1282, 234, 1766
0.105, 215.2788,  2.95137     , 78, 235, 1281, 219, 1813
0.105, 215.5173,  2.95139     , 31, 281, 1281, 204, 1797
0.105, 215.7757,  2.95140     , 78, 281, 1281, 188, 1828
0.105, 216.0242,  2.95141     , 31, 282, 1281, 203, 1797
0.105, 216.2709,  2.95144     , 62, 266, 1281, 312, 1921
0.105, 216.5172,  2.95145     , 32, 390, 1282, 218, 1922
0.105, 216.7769,  2.95145     , 31, 219, 1281, 187, 1718
0.105, 217.0310,  2.95147     , 46, 250, 1282, 203, 1781
0.105, 217.2704,  2.95151     , 31, 63, 1281, 281, 1656
0.105, 217.5314,  2.95151     , 31, 328, 1282, 187, 1828
0.105, 217.7688,  2.95153     , 31, 282, 1281, 219, 1813
0.105, 218.0261,  2.95154     , 31, 235, 1375, 265, 1906
0.105, 218.2720,  2.95157     , 31, 219, 1281, 203, 1734
0.105, 218.5153,  2.95157     , 62, 156, 1282, 250, 1750
0.105, 218.7821,  2.95158     , 31, 469, 1281, 219, 2000
0.105, 219.0232,  2.95160     , 31, 266, 1281, 266, 1844
0.105, 219.2620,  2.95164     , 31, 391, 1281, 203, 1906
0.105, 219.5281,  2.95163     , 78, 312, 1282, 234, 1906
0.105, 219.7669,  2.95165     , 62, 235, 1281, 234, 1812
0.105, 220.0250,  2.95166     , 78, 141, 1281, 360, 1860
0.105, 220.2669,  2.95167     , 31, 94, 1281, 281, 1687
0.105, 220.5156,  2.95169     , 78, 218, 1282, 234, 1812
0.105, 220.7691,  2.95171     , 31, 62, 1282, 250, 1625
0.105, 221.0238,  2.95173     , 47, 297, 1281, 188, 1813
0.105, 221.2752,  2.95174     , 47, 359, 1281, 219, 1906
0.105, 221.5124,  2.95175     , 47, 172, 1281, 203, 1703
0.105, 221.7712,  2.95177     , 31, 359, 1282, 234, 1906
0.105, 222.0135,  2.95179     , 47, 250, 1281, 203, 1781
0.105, 222.2652,  2.95180     , 31, 141, 1281, 219, 1672
0.105, 222.5238,  2.95181     , 31, 250, 1281, 203, 1765
0.105, 222.7640,  2.95183     , 31, 172, 1281, 204, 1688
0.105, 223.0198,  2.95186     , 31, 94, 1281, 219, 1625
0.105, 223.2823,  2.95187     , 78, 422, 1281, 219, 2000
0.105, 223.5240,  2.95188     , 31, 359, 1281, 250, 1921
0.105, 223.7623,  2.95189     , 47, 125, 1281, 235, 1688
0.105, 224.0228,  2.95191     , 31, 203, 1282, 281, 1797
0.105, 224.2614,  2.95192     , 78, 266, 1281, 219, 1844
0.105, 224.5223,  2.95195     , 46, 375, 1282, 281, 1984
0.105, 224.7689,  2.95195     , 31, 453, 1281, 219, 1984
0.105, 225.0072,  2.95197     , 31, 250, 1282, 171, 1734
0.105, 225.2708,  2.95197     , 47, 297, 1281, 266, 1891
0.105, 225.5118,  2.95199     , 31, 203, 1282, 171, 1687
0.105, 225.7690,  2.95201     , 47, 313, 1281, 203, 1844
0.105, 226.0370,  2.95202     , 31, 359, 1282, 250, 1922
0.105, 226.2714,  2.95204     , 31, 297, 1281, 235, 1844
0.105, 226.5106,  2.95205     , 31, 78, 1282, 234, 1625
0.105, 226.7717,  2.95207     , 31, 188, 1281, 219, 1719
0.105, 227.0138,  2.95209     , 62, 250, 1282, 203, 1797
0.105, 227.2698,  2.95210     , 31, 157, 1281, 266, 1735
0.105, 227.5100,  2.95211     , 62, 281, 1282, 203, 1828
0.105, 227.7710,  2.95211     , 31, 219, 1281, 282, 1813
0.105, 228.0175,  2.95214     , 62, 172, 1282, 218, 1734
