{}
-0.038	2.0061	3.457907
-0.038	2.0153	3.457917
-0.038	2.269	3.457916
-0.038	2.2559	3.457922
-0.038	2.5122	3.45792
-0.038	2.5586	3.457918
-0.038	2.7583	3.457919
-0.038	2.7872	3.457923
-0.038	3.0255	3.457921
-0.038	3.0452	3.457917
-0.038	3.5145	3.457922
-0.038	3.4656	3.45792
-0.038	3.4785	3.457922
-0.038	3.5302	3.45792
-0.038	3.7068	3.45792
-0.038	3.7019	3.457919
-0.038	3.9083	3.457919
-0.038	3.9298	3.45792
-0.038	4.2651	3.45792
-0.038	4.3448	3.457911
-0.038	4.4729	3.457919
-0.038	4.3358	3.457916
-0.038	4.7447	3.457918
-0.038	4.7187	3.457915
-0.038	5.0395	3.457921
-0.038	4.9941	3.457917
-0.038	5.2508	3.457917
-0.038	5.3032	3.457915
-0.038	5.5153	3.457917
-0.038	5.5474	3.457919
-0.038	5.7806	3.457915
-0.038	5.7959	3.457912
-0.038	6.0126	3.457911
-0.038	6.0279	3.45792
-0.038	6.2713	3.457914
-0.038	6.3018	3.457916
-0.038	6.5178	3.45792
-0.038	6.5587	3.457917
-0.038	6.7746	3.457915
-0.038	6.8078	3.457917
-0.038	7.0387	3.457914
-0.038	7.0652	3.457915
-0.038	7.2624	3.457922
-0.038	7.2926	3.457916
-0.038	7.5123	3.457918
-0.038	7.5452	3.457911
-0.038	7.7646	3.457919
-0.038	7.7901	3.457913
-0.038	8.0135	3.457914
-0.038	8.0481	3.457915
-0.038	8.2718	3.457913
-0.038	8.2958	3.457912
-0.038	8.5219	3.457918
-0.038	8.5449	3.457915
-0.038	8.776	3.457912
-0.038	8.8103	3.457915
-0.038	9.0191	3.457913
-0.038	9.0492	3.457916
-0.038	9.2731	3.457917
-0.038	9.2957	3.45791
-0.038	9.5232	3.457913
-0.038	9.5472	3.457914
-0.038	9.7663	3.45791
-0.038	9.7962	3.457918
-0.038	10.0132	3.457912
-0.038	10.0459	3.457913
-0.038	10.2617	3.457909
-0.038	10.5202	3.45791
-0.038	10.5431	3.457909
-0.038	10.7747	3.457911
-0.038	10.8084	3.45791
-0.038	11.0276	3.457909
-0.038	11.0596	3.45791
-0.038	11.2826	3.457915
-0.038	11.3071	3.457907
-0.038	11.5245	3.457908
-0.038	11.5474	3.457914
-0.038	11.7658	3.457907
-0.038	11.7977	3.45791
-0.038	12.0176	3.457908
-0.038	12.0431	3.45791
-0.038	12.2742	3.457909
-0.038	12.298	3.457906
-0.038	12.5164	3.457909
-0.038	12.5398	3.457913
-0.038	12.7716	3.457907
-0.038	12.8063	3.457906
-0.038	13.0226	3.457908
-0.038	13.0472	3.45791
-0.038	13.2818	3.457906
-0.038	13.3055	3.457913
-0.038	13.5221	3.457908
-0.038	13.5537	3.457908
-0.038	13.77	3.457908
-0.038	13.8016	3.457906
-0.038	14.0214	3.457905
-0.038	14.0531	3.457908
-0.038	14.2807	3.457906
-0.038	14.313	3.457908
-0.038	14.5128	3.457904
-0.038	14.5356	3.457901
-0.038	14.77	3.457904
-0.038	14.794	3.457899
-0.038	15.012	3.457901
-0.038	15.0437	3.457897
-0.038	15.2623	3.457899
-0.038	15.2857	3.457905
-0.038	15.5252	3.457898
-0.038	15.549	3.457901
-0.038	15.7661	3.457897
-0.038	15.7975	3.457899
-0.038	16.0168	3.457899
-0.038	16.0406	3.457897
-0.038	16.2797	3.457899
-0.038	16.3071	3.457896
-0.038	16.53	3.457893
-0.038	16.5558	3.457898
-0.038	16.7792	3.457892
-0.038	16.811	3.457896
-0.038	17.0114	3.457894
-0.038	17.0435	3.457897
-0.038	17.277	3.457897
-0.038	17.3106	3.457896
-0.038	17.5097	3.457892
-0.038	17.5348	3.457893
-0.038	17.7766	3.457897
-0.038	17.8008	3.457898
-0.038	18.0175	3.457897
-0.038	18.0411	3.457895
-0.038	18.2813	3.457893
-0.038	18.3132	3.457895
-0.038	18.5106	3.457895
-0.038	18.5375	3.457894
-0.038	18.7729	3.457888
-0.038	18.7969	3.457891
-0.038	19.0141	3.457887
-0.038	19.0464	3.457889
-0.038	19.287	3.457891
-0.038	19.3183	3.457888
-0.038	19.517	3.457887
-0.038	19.5434	3.457888
-0.038	19.7568	3.457884
-0.038	19.7899	3.457887
-0.038	20.0113	3.457883
-0.038	20.0431	3.457886
-0.038	20.2591	3.457884
-0.038	20.291	3.457885
-0.038	20.5256	3.457885
-0.038	20.5581	3.457879
-0.038	21.0284	3.457882
-0.038	21.05	3.457881
-0.038	21.2692	3.457881
-0.038	21.2937	3.457878
-0.038	21.5289	3.457877
-0.038	21.5529	3.457879
-0.038	21.7703	3.457879
-0.038	21.8002	3.457879
-0.038	22.016	3.457882
-0.038	22.0406	3.457882
-0.038	22.2812	3.457876
-0.038	22.3054	3.457875
-0.038	22.5226	3.457878
-0.038	22.546	3.457875
