Field(Oe), Temperature(K), Resisitivity(Ohm), Capacitance(pF), Loss(nS), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
44112.648, 279.9999, 57.8936729,  4.241905    ,  0.00081     , 31, 407, 1281, 203, 1922
44636.141, 280.0000, 57.8939018,  4.241607    ,  0.00079     , 31, 78, 1282, 281, 1672
45132.066, 280.0173, 57.8923149,  4.241300    ,  0.00088     , 32, 156, 1281, 219, 1688
45627.613, 280.0119, 57.8935623,  4.240909    ,  0.00072     , 31, 188, 1281, 219, 1719
46121.070, 280.0043, 57.8918839,  4.240455    ,  0.00087     , 31, 78, 1282, 281, 1672
46463.793, 280.0002, 57.8921127,  4.240076    ,  0.00086     , 31, 125, 1282, 171, 1609
47074.914, 279.9958, 57.8913193,  4.239244    ,  0.00090     , 31, 157, 1281, 281, 1750
47452.609, 279.9935, 57.8930168,  4.238650    ,  0.00090     , 94, 375, 1328, 343, 2140
47975.719, 279.9941, 57.8905258,  4.237747    ,  0.00093     , 31, 266, 1281, 297, 1875
48492.938, 279.9953, 57.8918839,  4.236686    ,  0.00094     , 31, 422, 1281, 219, 1953
48878.426, 279.9977, 57.8930168,  4.235933    ,  0.00098     , 31, 156, 1281, 235, 1703
49350.785, 279.9979, 57.8910942,  4.23478     ,  0.00107     , 31, 78, 1281, 235, 1625
49842.910, 280.0002, 57.8910942,  4.233415    ,  0.00090     , 62, 406, 1282, 250, 2000
50360.887, 280.0007, 57.8919983,  4.23245     ,  0.00076     , 31, 78, 1281, 297, 1687
50856.246, 280.0024, 57.8901863,  4.23131     ,  0.00082     , 47, 313, 1281, 250, 1891
51357.500, 280.0029, 57.8919983,  4.230209    ,  0.00080     , 31, 78, 1282, 297, 1688
51851.145, 280.0035, 57.8913193,  4.22919     ,  0.00076     , 47, 359, 1281, 219, 1906
52229.793, 279.9864, 57.8901863,  4.22853     ,  0.00083     , 31, 313, 1281, 281, 1906
52731.613, 279.9893, 57.8913193,  4.22777     ,  0.00088     , 47, 141, 1281, 312, 1781
53226.969, 279.9962, 57.8903008,  4.22714     ,  0.00080     , 31, 94, 1281, 266, 1672
53699.328, 279.9990, 57.8919754,  4.22656     ,  0.00096     , 31, 79, 1281, 234, 1625
54192.402, 280.0059, 57.8919754,  4.22607     ,  0.00082     , 32, 78, 1281, 203, 1594
54665.902, 280.0082, 57.8898239,  4.22563     ,  0.00088     , 32, 281, 1281, 281, 1875
55158.980, 280.0090, 57.8880119,  4.22520     ,  0.00100     , 47, 359, 1282, 250, 1938
55683.422, 280.0092, 57.8914108,  4.22489     ,  0.00074     , 31, 78, 1281, 235, 1625
56153.875, 280.0060, 57.8906174,  4.22458     ,  0.00082     , 110, 62, 1281, 297, 1750
56510.473, 280.0035, 57.8903885,  4.22430     ,  0.00081     , 63, 469, 1281, 234, 2047
57033.773, 280.0019, 57.8900490,  4.22401     ,  0.00078     , 31, 110, 1422, 375, 1953
57549.281, 280.0013, 57.8905029,  4.22376     ,  0.00088     , 32, 203, 1281, 281, 1797
58042.930, 280.0003, 57.8908424,  4.22351     ,  0.00084     , 31, 63, 1281, 313, 1688
58514.715, 279.9993, 57.8894844,  4.22330     ,  0.00080     , 47, 78, 1281, 234, 1640
58985.551, 279.9999, 57.8898239,  4.22308     ,  0.00082     , 32, 78, -58719, 281, -58328
59467.223, 280.0065, 57.8902779,  4.22286     ,  0.00085     , 31, 297, 1282, 312, 1922
59980.066, 280.0052, 57.8900490,  4.22263     ,  0.00078     , 31, 78, 1281, 266, 1656
60452.809, 280.0016, 57.8891449,  4.22244     ,  0.00088     , 31, 94, 1281, 422, 1828
61781.492, 279.9995, 57.8895874,  4.22187     ,  0.00076     , 31, 406, 1282, 265, 1984
62296.621, 279.9978, 57.8884583,  4.22169     ,  0.00094     , 46, 79, 1281, 312, 1718
62789.316, 279.9970, 57.8891373,  4.22150     ,  0.00081     , 32, 78, 1328, 359, 1797
63261.672, 279.9994, 57.8887978,  4.22130     ,  0.00088     , 31, 359, 1281, 204, 1875
63783.828, 279.9997, 57.8895874,  4.22113     ,  0.00085     , 31, 141, 1281, 250, 1703
64255.430, 279.9995, 57.8878899,  4.22095     ,  0.00092     , 31, 156, 1282, 250, 1719
64747.938, 280.0015, 57.8878899,  4.22073     ,  0.00096     , 32, 422, 1281, 406, 2141
65263.250, 280.0013, 57.8882294,  4.22059     ,  0.00095     , 47, 63, 1281, 266, 1657
65762.789, 280.0014, 57.8865318,  4.22042     ,  0.00083     , 78, 359, 1281, 329, 2047
66140.492, 280.0024, 57.8880043,  4.22027     ,  0.00092     , 78, 94, 1281, -59734, -58281
66610.375, 280.0014, 57.8868713,  4.22011     ,  0.00078     , 31, 406, 1282, 265, 1984
67134.438, 279.9914, 57.8874359,  4.21992     ,  0.00082     , 31, 344, 1281, 203, 1859
67650.328, 279.9959, 57.8869858,  4.21979     ,  0.00087     , 31, 94, 1281, 265, 1671
68121.539, 279.9975, 57.8859558,  4.21962     ,  0.00087     , 31, 94, 1281, 266, 1672
68592.570, 280.0023, 57.8838043,  4.21945     ,  0.00093     , 32, 78, 1281, 234, 1625
69085.078, 280.0061, 57.8840332,  4.21930     ,  0.00084     , 46, 188, 1281, 235, 1750
69556.484, 280.0070, 57.8843727,  4.21917     ,  0.00077     , 31, 94, 1281, 282, 1688
70056.594, 280.0053, 57.8836937,  4.21898     ,  0.00086     , 32, 437, 1281, 282, 2032
70433.906, 280.0060, 57.8831253,  4.21885     ,  0.00086     , 78, 125, 1281, 313, 1797
70904.367, 280.0012, 57.8838043,  4.21875     ,  0.00082     , 47, 125, 1282, 281, 1735
72367.813, 280.0005, 57.8843727,  4.21831     ,  0.00082     , 47, 250, 1281, 344, 1922
72883.320, 279.9991, 57.8835793,  4.21815     ,  0.00085     , 31, 422, 1281, 235, 1969
73404.344, 279.9992, 57.8826714,  4.21801     ,  0.00084     , 31, 78, 1282, -59704, -58313
73875.555, 279.9989, 57.8832397,  4.21791     ,  0.00079     , 31, 47, 1281, 313, 1672
74366.352, 279.9996, 57.8808556,  4.21773     ,  0.00086     , 47, 141, 1281, 281, 1750
74860.000, 280.0008, 57.8822212,  4.21762     ,  0.00091     , 63, 125, 1281, 266, 1735
75200.063, 280.0021, 57.8819923,  4.21751     ,  0.00097     , 47, 109, 1281, 297, 1734
75692.000, 280.0003, 57.8830757,  4.21736     ,  0.00076     , 63, 359, 1281, 297, 2000
76228.602, 280.0006, 57.8828506,  4.21724     ,  0.00082     , 47, 360, 1281, 203, 1891
76721.484, 280.0010, 57.8828506,  4.21710     ,  0.00096     , 31, 188, 1281, 313, 1813
77243.078, 280.0001, 57.8834152,  4.21693     ,  0.00086     , 31, 328, 1282, 218, 1859
77618.492, 279.9976, 57.8829613,  4.21685     ,  0.00079     , 47, 109, 1282, 281, 1719
78089.898, 280.0007, 57.8816032,  4.21675     ,  0.00083     , 31, 360, 1281, 297, 1969
78633.156, 279.9990, 57.8811493,  4.21662     ,  0.00082     , 47, 359, 1282, 281, 1969
79146.766, 280.0006, 57.8830757,  4.21647     ,  0.00080     , 31, 406, 1282, 265, 1984
79530.922, 280.0006, 57.8829613,  4.21637     ,  0.00093     , 31, 78, 1282, 297, 1688
80000.430, 280.0009, 57.8820572,  4.21624     ,  0.00088     , 47, 359, 1281, 297, 1984
80514.227, 280.0016, 57.8810387,  4.21613     ,  0.00090     , 78, 78, 1281, 313, 1750
81007.109, 280.0005, 57.8811493,  4.21602     ,  0.00085     , 32, 62, 1281, 282, 1657
81485.547, 280.0009, 57.8818283,  4.21590     ,  0.00078     , 31, 156, 1282, 281, 1750
81975.969, 279.9986, 57.8811493,  4.21577     ,  0.00080     , 31, 187, 1282, 297, 1797
82467.898, 280.0003, 57.8812637,  4.21563     ,  0.00091     , 31, 78, 1281, 313, 1703
82961.734, 280.0011, 57.8807869,  4.21552     ,  0.00082     , 31, 328, 1281, 297, 1937
83322.328, 280.0003, 57.8820343,  4.21546     ,  0.00092     , 78, 94, 1281, 297, 1750
83952.641, 280.0001, 57.8806725,  4.21532     ,  0.00081     , 47, 141, 1281, 313, 1782
84284.531, 280.0003, 57.8812408,  4.21522     ,  0.00079     , 47, 172, 1281, 281, 1781
84776.469, 280.0018, 57.8809013,  4.21511     ,  0.00096     , 31, 78, 1328, 281, 1718
85267.258, 280.0020, 57.8803329,  4.21499     ,  0.00075     , 78, 360, 1281, 312, 2031
85767.180, 280.0006, 57.8814659,  4.21489     ,  0.00078     , 32, 78, 1281, 219, 1610
86258.930, 279.9986, 57.8807869,  4.21477     ,  0.00071     , 32, 78, 1281, 266, 1657
86728.055, 280.0023, 57.8795395,  4.21466     ,  0.00085     , 31, 78, 1281, 281, 1671
87196.609, 279.9999, 57.8806725,  4.21455     ,  0.00078     , 32, 62, 1281, 250, 1625
87690.445, 280.0001, 57.8801079,  4.21443     ,  0.00080     , 31, 110, 1281, 266, 1688
88158.625, 279.9999, 57.8790894,  4.21434     ,  0.00086     , 31, 62, 1282, 265, 1640
88628.320, 280.0037, 57.8796539,  4.21422     ,  0.00091     , 32, 640, 1281, 282, 2235
89191.352, 280.0051, 57.8798828,  4.21411     ,  0.00088     , 63, 62, 1282, 281, 1688
89660.570, 280.0028, 57.8788605,  4.21402     ,  0.00086     , 32, 93, 1282, 234, 1641
89997.844, 280.0009, 57.8774300,  4.21403     ,  0.00085     , 31, 110, 1281, 188, 1610
89876.617, 280.0020, 57.8788033,  4.21419     ,  0.00086     , 31, 406, 1282, 265, 1984
89468.313, 280.0038, 57.8781242,  4.21425     ,  0.00083     , 156, 125, 1282, 265, 1828
88954.898, 280.0047, 57.8777847,  4.21435     ,  0.00085     , 62, 235, 1328, 281, 1906
88455.547, 280.0030, 57.8773308,  4.21443     ,  0.00086     , 31, 422, 1281, 266, 2000
87934.523, 280.0038, 57.8775558,  4.21455     ,  0.00089     , 63, 62, 1282, 265, 1672
87435.359, 280.0031, 57.8778954,  4.21463     ,  0.00090     , 31, 422, 1281, 235, 1969
87049.297, 280.0010, 57.8771057,  4.21471     ,  0.00082     , 63, 109, 1282, 312, 1766
86573.328, 280.0018, 57.8783493,  4.21482     ,  0.00073     , 31, 78, 1281, 266, 1656
86098.305, 280.0029, 57.8775558,  4.21489     ,  0.00090     , 31, 63, 1281, 297, 1672
85601.992, 280.0007, 57.8759727,  4.21500     ,  0.00086     , 31, 406, 1282, 218, 1937
85076.602, 280.0011, 57.8765373,  4.21510     ,  0.00086     , 31, 63, 1281, 234, 1609
84600.063, 279.9977, 57.8765373,  4.21521     ,  0.00088     , 31, 94, 1281, 344, 1750
83265.102, 280.0055, 57.8763123,  4.21547     ,  0.00083     , 31, 78, 1282, 265, 1656
82768.414, 280.0018, 57.8709946,  4.21556     ,  0.00080     , 31, 63, 1281, 281, 1656
81277.773, 279.9965, 57.8711090,  4.21591     ,  0.00095     , 31, 219, 1281, 219, 1750
80795.719, 279.9964, 57.8709946,  4.21599     ,  0.00082     , 31, 78, 1281, 297, 1687
80300.172, 279.9988, 57.8691826,  4.21615     ,  0.00082     , 47, 422, 1281, 250, 2000
79918.672, 280.0016, 57.8706551,  4.21619     ,  0.00092     , 78, 141, 1281, 219, 1719
79416.094, 280.0005, 57.8708839,  4.21631     ,  0.00092     , 62, 406, 1422, 375, 2265
78873.969, 279.9998, 57.8709946,  4.21643     ,  0.00076     , 31, 203, 1281, 203, 1718
78378.234, 280.0022, 57.8685036,  4.21653     ,  0.00088     , 32, 93, 1282, 265, 1672
77904.164, 280.0017, 57.8702049,  4.21663     ,  0.00088     , 31, 79, 1281, 312, 1703
77399.492, 280.0010, 57.8706551,  4.21674     ,  0.00082     , 31, 422, 1281, 219, 1953
77020.086, 279.9998, 57.8706551,  4.21683     ,  0.00081     , 78, 125, 1282, 281, 1766
76523.398, 279.9923, 57.8699760,  4.21696     ,  0.00083     , 31, 172, 1281, 219, 1703
76040.969, 279.9970, 57.8691826,  4.21707     ,  0.00088     , 31, 281, 1328, 203, 1859
75544.281, 279.9998, 57.8703156,  4.21719     ,  0.00079     , 31, 407, 1281, 203, 1922
75025.156, 280.0024, 57.8708687,  4.21729     ,  0.00090     , 94, 78, 1328, 313, 1813
74659.250, 280.0023, 57.8707542,  4.21738     ,  0.00080     , 63, 390, 1282, 281, 2016
74118.648, 280.0027, 57.8703003,  4.21752     ,  0.00101     , 94, 453, 1281, 344, 2188
73576.906, 280.0018, 57.8714333,  4.21766     ,  0.00079     , 46, 360, 1281, 218, 1921
73073.758, 280.0036, 57.8704147,  4.21777     ,  0.00086     , 78, 94, 1281, 281, 1734
72715.453, 280.0018, 57.8696213,  4.21784     ,  0.00084     , 47, 125, 1281, 313, 1766
72239.289, 279.9999, 57.8707542,  4.21798     ,  0.00086     , 31, 406, 1282, 234, 1953
71712.766, 279.9994, 57.8697357,  4.21809     ,  0.00078     , 31, 63, 1281, 281, 1656
71217.023, 279.9996, 57.8695068,  4.21823     ,  0.00086     , 62, 406, 1282, 281, 2031
70697.906, 280.0010, 57.8706398,  4.21838     ,  0.00080     , 63, 406, 1281, 313, 2063
70311.844, 279.9992, 57.8716583,  4.21846     ,  0.00073     , 78, 62, -58718, 281, -58297
69814.016, 280.0008, 57.8690567,  4.21858     ,  0.00080     , 32, 421, 1282, 265, 2000
69294.516, 280.0120, 57.8716583,  4.21871     ,  0.00092     , 94, 125, 1281, 375, 1875
68769.320, 280.0123, 57.8712082,  4.21885     ,  0.00090     , 78, 375, 1281, 281, 2015
68387.633, 280.0060, 57.8714333,  4.21892     ,  0.00090     , 94, 109, 1281, 282, 1766
67913.180, 279.9995, 57.8752022,  4.21910     ,  0.00082     , 31, 391, 1281, 234, 1937
67387.414, 279.9989, 57.8770142,  4.21921     ,  0.00090     , 31, 109, 1282, 218, 1640
66887.680, 279.9931, 57.8752022,  4.21936     ,  0.00086     , 31, 172, 1281, 297, 1781
66413.805, 279.9928, 57.8763351,  4.21948     ,  0.00088     , 31, 62, 1282, 234, 1609
65916.352, 279.9949, 57.8758812,  4.21963     ,  0.00086     , 31, 63, 1281, 344, 1719
64579.309, 279.9983, 57.8766747,  4.22000     ,  0.00077     , 47, 250, 1281, 344, 1922
64060.000, 279.9984, 57.8766747,  4.22016     ,  0.00079     , 47, 375, 1281, 391, 2094
63557.039, 280.0005, 57.8774681,  4.22031     ,  0.00074     , 63, 359, 1281, 188, 1891
63036.590, 280.0024, 57.8754272,  4.22043     ,  0.00086     , 47, 109, -58719, 328, -58235
62672.012, 280.0002, 57.8772392,  4.22057     ,  0.00082     , 172, 359, 1329, 359, 2219
62131.223, 279.9997, 57.8768997,  4.22073     ,  0.00078     , 109, 234, 1282, 281, 1906
61634.156, 279.9928, 57.8772392,  4.22089     ,  0.00085     , 47, 313, 1281, 203, 1844
61113.516, 279.9942, 57.8778076,  4.22106     ,  0.00084     , 63, 109, 1282, 250, 1704
60771.934, 279.9967, 57.8774681,  4.22117     ,  0.00082     , 78, 125, 1281, 375, 1859
60274.301, 279.9994, 57.8733215,  4.22132     ,  0.00078     , 109, 328, 1282, 203, 1922
59755.367, 280.0016, 57.8736610,  4.22151     ,  0.00086     , 125, 188, 1281, 328, 1922
59227.887, 280.0068, 57.8728676,  4.22169     ,  0.00094     , 125, 312, 1282, 297, 2016
58728.727, 280.0024, 57.8721886,  4.22187     ,  0.00078     , 63, 406, 1281, 250, 2000
58343.047, 280.0021, 57.8749046,  4.22201     ,  0.00075     , 47, 156, 1282, 281, 1766
57844.840, 280.0009, 57.8730927,  4.22220     ,  0.00084     , 31, 78, 1282, 312, 1703
56374.164, 279.9985, 57.8740005,  4.22282     ,  0.00088     , 47, 140, 1328, 422, 1937
55869.871, 279.9974, 57.8726387,  4.22306     ,  0.00080     , 47, 312, 1281, 219, 1859
55349.047, 279.9977, 57.8722992,  4.22325     ,  0.00091     , 62, 125, 1281, 266, 1734
55012.215, 279.9971, 57.8750191,  4.22342     ,  0.00083     , 32, 187, 1281, 266, 1766
54507.355, 279.9952, 57.8738861,  4.22370     ,  0.00076     , 32, 218, 1282, 188, 1735
54031.766, 279.9957, 57.8745651,  4.22397     ,  0.00077     , 31, 297, 1281, 203, 1812
53511.891, 279.9992, 57.8725281,  4.22429     ,  0.00087     , 78, 94, 1281, 313, 1766
53035.348, 279.9986, 57.8765297,  4.22467     ,  0.00078     , 78, 359, 1422, 313, 2172
52602.715, 279.9979, 57.8766441,  4.22493     ,  0.00095     , 125, 235, 1281, 281, 1922
52104.129, 280.0001, 57.8758507,  4.22534     ,  0.00085     , 47, 203, 1281, 281, 1812
51606.492, 279.9982, 57.8761902,  4.22579     ,  0.00081     , 31, 94, 1281, 282, 1688
51130.141, 279.9977, 57.8763046,  4.22636     ,  0.00096     , 32, 422, 1281, 312, 2047
50602.469, 279.9981, 57.8768692,  4.22705     ,  0.00080     , 31, 406, 1281, 235, 1953
50221.160, 279.9966, 57.8778877,  4.22755     ,  0.00086     , 109, 172, 1281, 282, 1844
49717.063, 280.0009, 57.8770981,  4.22834     ,  0.00081     , 141, 375, 1281, 266, 2078
49195.469, 279.9963, 57.8757362,  4.22921     ,  0.00076     , 63, 406, 1281, 235, 1985
48807.133, 279.9951, 57.8776627,  4.22985     ,  0.00091     , 47, 172, 1281, 266, 1782
48177.578, 279.9977, 57.8770981,  4.23122     ,  0.00082     , 31, 391, 1281, 156, 1859
47767.566, 279.9961, 57.8755112,  4.23192     ,  0.00076     , 110, 171, 1282, 250, 1813
47268.785, 280.0149, 57.8777771,  4.23298     ,  0.00088     , 63, 187, 1281, 266, 1797
46763.547, 280.0097, 57.8764153,  4.23394     ,  0.00082     , 47, 188, 1281, 281, 1797
46404.285, 280.0034, 57.8775482,  4.23453     ,  0.00083     , 109, 94, 1281, 250, 1734
45906.078, 279.9968, 57.8733749,  4.23547     ,  0.00088     , 63, 422, 1281, 328, 2094
45379.734, 279.9914, 57.8736000,  4.23631     ,  0.00086     , 47, 391, 1281, 266, 1985
44859.094, 279.9895, 57.8742790,  4.23694     ,  0.00083     , 47, 125, 1281, 203, 1656
43496.957, 279.9897, 57.8759804,  4.23824     ,  0.00078     , 47, 266, 1281, 203, 1797
42997.797, 279.9937, 57.8736000,  4.23854     ,  0.00086     , 94, 94, 1281, 219, 1688
42449.402, 279.9953, 57.8742790,  4.23893     ,  0.00072     , 32, 281, 1281, 234, 1828
42089.383, 279.9977, 57.8757515,  4.23914     ,  0.00082     , 93, 188, 1281, 297, 1859
41591.746, 279.9975, 57.8758659,  4.23936     ,  0.00082     , 47, 359, 1282, 250, 1938
41063.691, 279.9955, 57.8753014,  4.23956     ,  0.00095     , 47, 125, 1281, -59687, -58234
40586.578, 279.9987, 57.8758659,  4.23970     ,  0.00096     , 31, 78, 1281, 329, 1719
40066.133, 279.9972, 57.8759804,  4.23981     ,  0.00088     , 31, 297, 1281, 266, 1875
39699.078, 279.9867, 57.8758659,  4.23987     ,  0.00096     , 62, 235, 1281, 203, 1781
39178.246, 279.9894, 57.8760910,  4.23991     ,  0.00096     , 47, 125, 1281, 297, 1750
38680.039, 279.9945, 57.8764305,  4.23999     ,  0.00082     , 47, 344, 1281, 297, 1969
38180.500, 279.9967, 57.8778000,  4.24008     ,  0.00090     , 32, 406, 1281, 406, 2125
37769.914, 279.9998, 57.8784790,  4.24010     ,  0.00096     , 31, 328, 1281, 219, 1859
37242.621, 280.0014, 57.8799515,  4.24015     ,  0.00109     , 62, 125, 1282, 218, 1687
36743.465, 279.9995, 57.8798370,  4.24023     ,  0.00082     , 46, 360, 1281, 281, 1968
36200.203, 280.0005, 57.8802910,  4.24026     ,  0.00096     , 31, 312, 1282, 218, 1843
35833.527, 279.9978, 57.8810844,  4.24026     ,  0.00088     , 31, 203, 1281, 281, 1796
35312.504, 279.9984, 57.8798370,  4.24034     ,  0.00104     , 93, 328, 1282, 218, 1921
34791.676, 279.9964, 57.8802910,  4.24037     ,  0.00096     , 110, 359, 1281, 203, 1969
34426.523, 279.9961, 57.8816490,  4.24038     ,  0.00085     , 125, 94, 1281, 297, 1812
33905.309, 279.9953, 57.8792725,  4.24044     ,  0.00095     , 94, 265, 1282, 281, 1922
33405.957, 279.9938, 57.8809700,  4.24047     ,  0.00092     , 31, 375, 1281, 250, 1937
32858.898, 279.9962, 57.8819923,  4.24049     ,  0.00095     , 31, 375, 1282, 328, 2016
32470.170, 279.9945, 57.8810844,  4.24054     ,  0.00105     , 78, 125, 1422, 297, 1922
31948.959, 279.9939, 57.8827858,  4.24054     ,  0.00094     , 31, 312, 1282, 265, 1890
31426.605, 279.9938, 57.8805161,  4.24059     ,  0.00090     , 32, 406, 1328, 328, 2110
31037.881, 279.9979, 57.8835869,  4.24062     ,  0.00091     , 63, 359, 1281, 219, 1938
30518.379, 279.9966, 57.8849449,  4.24065     ,  0.00090     , 31, 422, 1422, 265, 2140
30107.791, 279.9990, 57.8849449,  4.24068     ,  0.00088     , 31, 406, 1422, 296, 2171
29543.611, 279.9991, 57.8843803,  4.24070     ,  0.00098     , 31, 204, 1281, 281, 1797
29036.084, 279.9976, 57.8846054,  4.24074     ,  0.00084     , 47, 375, 1281, 235, 1938
28655.527, 279.9999, 57.8857384,  4.24077     ,  0.00088     , 47, 484, 1282, 328, 2141
28104.846, 279.9983, 57.8861923,  4.24076     ,  0.00091     , 46, 313, 1281, 297, 1937
27724.855, 279.9989, 57.8850594,  4.24080     ,  0.00092     , 31, 63, 1281, 328, 1719
27240.705, 279.9970, 57.8844948,  4.24079     ,  0.00082     , 47, 422, 1281, 203, 1953
26719.311, 279.9950, 57.8852844,  4.24082     ,  0.00088     , 47, 63, 1281, 281, 1672
25222.021, 279.9966, 57.8875504,  4.24086     ,  0.00073     , 31, 188, 1281, 281, 1781
24738.068, 279.9980, 57.8864174,  4.240877    ,  0.00077     , 78, 297, 1281, 297, 1969
24357.711, 279.9969, 57.8866463,  4.240896    ,  0.00078     , 109, 406, 1282, 265, 2062
23828.518, 279.9966, 57.8868713,  4.240932    ,  0.00090     , 31, 94, 1281, 281, 1687
23329.168, 279.9960, 57.8849869,  4.240929    ,  0.00086     , 31, 406, 1281, 328, 2046
22948.051, 279.9976, 57.8860054,  4.24095     ,  0.00088     , 47, 141, 1328, 265, 1781
22441.666, 279.9976, 57.8853264,  4.240975    ,  0.00080     , 94, 438, 1281, 219, 2032
21918.938, 279.9961, 57.8867989,  4.241004    ,  0.00083     , 62, 110, 1281, 281, 1734
21421.865, 279.9957, 57.8862305,  4.240994    ,  0.00083     , 32, 406, 1328, 203, 1985
20899.328, 279.9968, 57.8857765,  4.241042    ,  0.00084     , 63, 344, 1281, 281, 1969
20511.176, 279.9961, 57.8866844,  4.24106     ,  0.00088     , 125, 78, 1282, 218, 1703
20032.730, 280.0004, 57.8871384,  4.241065    ,  0.00085     , 31, 62, 1282, 312, 1687
19532.053, 279.9961, 57.8850975,  4.241086    ,  0.00078     , 31, 391, 1281, 281, 1984
19004.754, 279.9972, 57.8864555,  4.241128    ,  0.00090     , 31, 422, -58719, 313, -57953
18624.018, 279.9984, 57.8864555,  4.241104    ,  0.00088     , 110, 421, 1329, 281, 2141
18073.725, 279.9992, 57.8869095,  4.241109    ,  0.00077     , 32, 406, 1281, 297, 2016
17551.754, 279.9985, 57.8878174,  4.241118    ,  0.00079     , 31, 172, 1281, 282, 1766
17183.939, 279.9997, 57.8875885,  4.241131    ,  0.00076     , 62, 234, 1282, 250, 1828
16685.729, 279.9978, 57.8857765,  4.24115     ,  0.00088     , 31, 94, 1328, 344, 1797
